,Unnamed: 0,s3ic_id,num_dep,region,department,city,name,lat,lon,last_inspection,regime,seveso,family,active,code_postal,code_insee,code_naf
36992,40614,0542.00858,42,AUVERGNE - RHONE-ALPES,LOIRE,ST PAUL EN JAREZ,GAEC DE VIGELON,822613,6486991,2017-11-27,E,NS,Bovins,En fonctionnement,42740,42271,
37029,40651,0542.01398,42,AUVERGNE - RHONE-ALPES,LOIRE,ST ROMAIN LE PUY,PAROT,788731,6496413,2016-06-30,E,NS,Industries,En fonctionnement,42610,42285,
37033,40655,0543.00118,43,AUVERGNE - RHONE-ALPES,HAUTE LOIRE,BLESLE,GLYCINES BLEUES (GAEC DES),716789,6468340,2018-09-12,E,NS,Porcs,En fonctionnement,43450,43033,
37040,40662,0543.00253,43,AUVERGNE - RHONE-ALPES,HAUTE LOIRE,COHADE,VERNEZY-MAGNET (GAEC),728007,6470137,2018-12-05,A,NS,Industries,En fonctionnement,43100,43074,01.46Z
37060,40682,0543.00686,43,AUVERGNE - RHONE-ALPES,HAUTE LOIRE,ST GENEYS PRES ST PAULIEN,CHANUT DIDIER,764580,6454341,2020-02-10,E,NS,Porcs,En fonctionnement,43350,43187,
37075,40697,0543.01018,43,AUVERGNE - RHONE-ALPES,HAUTE LOIRE,VENTEUGES,BLANCOU (EARL DU),737083,6431704,2016-11-14,E,NS,Porcs,En fonctionnement,43170,43256,
37083,40705,0543.01216,43,AUVERGNE - RHONE-ALPES,HAUTE LOIRE,ST JULIEN CHAPTEUIL,GIBAND AVICOLE (EARL),783571,6435028,2020-11-09,A,NS,Industries,En fonctionnement,43260,43200,
37084,40706,0544.00018,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,ABBARETZ,GUIHEUX  Xavier,361035,6729336,2016-03-10,E,NS,Volailles,En fonctionnement,44170,44001,
37090,40712,0544.00090,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,AVESSAC,BODIGUEL Patrick,328322,6736519,2020-12-09,A,NS,Industries,En fonctionnement,44460,44007,
37094,40716,0544.00117,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,LE BIGNON,GALLIANCE LE BIGNON,359599,6678515,2019-05-28,A,NS,Industries,En fonctionnement,44140,44014,
37125,40747,0544.00324,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,LOIREAUXENCE,GAEC LES BROSSES,402133,6711418,2012-10-04,E,NS,Porcs,En fonctionnement,44370,44213,
37126,40748,0544.00333,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,CHATEAUBRIANT,VIOL - CASTEL VIANDES,371787,6743285,2020-07-06,A,NS,Industries,En fonctionnement,44110,44036,
37135,40757,0544.00388,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,LA CHEVROLIERE,MARCHAND Claudie,350385,6674235,2020-11-27,A,NS,Industries,En fonctionnement,44118,44041,
37160,40782,0544.00595,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,VAY,MONDAIN Gilles,343632,6726446,2018-10-23,A,NS,Industries,En fonctionnement,44170,44214,
37166,40788,0544.00630,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,GUEMENE PENFAO,GAEC DES LANDELLES,341396,6736046,2018-04-11,E,NS,Volailles,En fonctionnement,44290,44067,
37169,40791,0544.00649,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,GUEMENE PENFAO,GAEC LE LIBON,337517,6741899,2011-05-20,E,NS,Industries,En fonctionnement,44290,44067,
37178,40800,0544.00757,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,HERIC,GAEC DU SOLEIL LEVANT,354118,6714371,2015-10-09,E,NS,Bovins,En fonctionnement,44810,44073,
37222,40844,0544.01017,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,MISSILLAC,LELIEVRE Christian,306632,6720725,,E,NS,Volailles,En fonctionnement,44780,44098,
37246,40868,0544.01198,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,PAULX,EARL LE RELAIS,337495,6664845,2015-03-30,E,NS,Bovins,En fonctionnement,44270,44119,
37255,40877,0544.01297,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,PLESSE,SAVARY FREDERIC,329018,6730098,,E,NS,Bovins,En fonctionnement,44630,44128,
37257,40879,0544.01314,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,PONTCHATEAU,TIPIAK TRAITEUR PATISSIER,319455,6714506,2008-10-24,E,NS,Industries,En fonctionnement,44160,44129,
37268,40890,0544.01396,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,PUCEUL,GAEC DES VALLEES,354324,6724544,2011-12-21,E,NS,Industries,En fonctionnement,44390,44138,
37272,40894,0544.01422,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,REZE,ALVA,355606,6687172,2020-02-20,A,NS,Industries,En fonctionnement,44400,44143,
37280,40902,0544.01486,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,LOIREAUXENCE,GAEC DE L'AUBEPINE,393388,6713064,2016-01-15,E,NS,Porcs,En fonctionnement,44370,44213,
37305,40927,0544.01648,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,ST HERBLAIN,AUCHAN,351726,6693072,2008-07-24,E,NS,Industries,En fonctionnement,44800,44162,
37311,40933,0544.01675,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,ST HILAIRE DE CHALEONS,CHAUVET Joseph,329696,6678439,2020-10-12,A,NS,Industries,En fonctionnement,44680,44164,
37315,40937,0544.01684,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,ST HILAIRE DE CLISSON,GAEC NORD VENDEEN,371693,6669832,2019-09-04,A,NS,Industries,En fonctionnement,44190,44165,
37319,40941,0544.01710,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,ST LUMINE DE CLISSON,GAEC DES ETAMINES,369975,6671358,2013-01-24,E,NS,Bovins,En fonctionnement,44190,44173,
37326,40948,0544.01756,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,VALLONS-DE-L’ERDRE,STVO,385983,6721680,2011-03-17,E,NS,Industries,En fonctionnement,44540,44180,
37339,40961,0544.01882,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,VALLONS-DE-L’ERDRE,EARL LE PETIT CANAL (Fourage Pierre),382370,6727388,2017-12-07,A,NS,Industries,En fonctionnement,44540,44180,
37350,40972,0544.01972,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,TEILLE,GAEC DE LA GAPAILLERE,377395,6716718,2016-10-06,E,NS,Industries,En fonctionnement,44440,44202,
37380,41002,0544.02241,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,GUERANDE,SASU INCINERIS,291743,6705675,2017-07-18,A,NS,Industries,En fonctionnement,44350,44069,
37392,41014,0544.02313,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,LOIREAUXENCE,GAEC DE L'EPI,394391,6709113,2013-02-19,E,NS,Industries,En fonctionnement,44370,44213,
37418,41040,0545.00125,45,CENTRE-VAL DE LOIRE,LOIRET,CORQUILLEROY,SCEA DES GARNIERS,676782,6772574,2016-04-06,A,NS,Industries,En fonctionnement,45120,45104,01.50Z
37425,41047,0545.00170,45,CENTRE-VAL DE LOIRE,LOIRET,DAMMARIE SUR LOING,LES TAUPINES (EARL),693165,6742635,2015-09-24,A,NS,Industries,En fonctionnement,45230,45121,01.11Z
37428,41050,0545.00198,45,CENTRE-VAL DE LOIRE,LOIRET,FREVILLE DU GATINAIS,ELEVAGE MOULIN DU BOURG (EARL) PICARD A.,658633,6769428,2018-12-21,A,NS,Volailles,En fonctionnement,45270,45150,01.47Z
37433,41055,0545.00224,45,CENTRE-VAL DE LOIRE,LOIRET,LORRIS,LA HYARDE (EARL) LAFAYE Sylvain,661250,6751576,2019-10-23,A,NS,Volailles,En fonctionnement,45260,45187,01.11Z
37439,41061,0545.00279,45,CENTRE-VAL DE LOIRE,LOIRET,NEUVY EN SULLIAS,EGGTEAM (SAS),643321,6742620,2020-11-24,A,NS,Volailles,En fonctionnement,45510,45226,
37444,41066,0545.00323,45,CENTRE-VAL DE LOIRE,LOIRET,PREFONTAINES,AVICOLE DU CHATEAU (SARL) DEVIN Eric,676452,6778631,2016-08-25,A,NS,Volailles,En fonctionnement,45490,45255,
37453,41076,0545.00387,45,CENTRE-VAL DE LOIRE,LOIRET,ST PERE SUR LOIRE,AU VILLAGE DU CHIOT,654805,6742667,2020-10-06,E,NS,Industries,En fonctionnement,45600,45297,
37458,41081,0545.00404,45,CENTRE-VAL DE LOIRE,LOIRET,SULLY SUR LOIRE,DE LA FORET (GAEC)  Mrs LACHAUX,655561,6739118,,E,NS,Industries,En fonctionnement,45600,45315,
37470,41093,0545.00486,45,CENTRE-VAL DE LOIRE,LOIRET,LORRIS,POISSON Frédéric,659493,6751410,2012-09-20,E,NS,Industries,En fonctionnement,45260,45187,
37473,41096,0545.00512,45,CENTRE-VAL DE LOIRE,LOIRET,VIEILLES MAISONS SUR JOUDRY,BATTEUX SARL (BATTEUX Quentin),658193,6755253,2019-02-21,E,NS,Volailles,En fonctionnement,45260,45334,01.50Z
37479,41102,0546.00043,46,OCCITANIE,LOT,BAGNAC SUR CELE,RATERY RIEUTORT SARL,632884,6394680,2016-12-08,E,NS,Bovins,En fonctionnement,46270,46015,
37480,41103,0546.00061,46,OCCITANIE,LOT,BEAUREGARD,VERHAERT JOS,604522,6362480,2015-07-22,E,NS,Industries,En fonctionnement,46260,46020,
37482,41105,0546.00098,46,OCCITANIE,LOT,LE BOURG,GAEC FERME DE LA RAUZE-MOULENE,613460,6402682,2005-04-06,E,NS,Industries,En fonctionnement,46120,46034,
37507,41130,0546.00359,46,OCCITANIE,LOT,LABATHUDE,GAEC LA FONTCLARE-BARDET,620130,6404634,2015-09-17,E,NS,Bovins,En fonctionnement,46120,46139,
37518,41141,0546.00502,46,OCCITANIE,LOT,LE MONTAT,SARL CHEVILLE CADURCIENNE,577410,6363044,2002-02-07,E,NS,Industries,En fonctionnement,46090,46197,10.11Z
37521,41144,0546.00566,46,OCCITANIE,LOT,PRUDHOMAT,CLEDEL ERIC,606495,6423878,2015-12-08,E,NS,Porcs,En fonctionnement,46130,46228,
37532,41155,0546.00719,46,OCCITANIE,LOT,CRESSENSAC-SARRAZAC,GAEC LE FAGNAC-LAVIALE,587151,6437635,2018-12-14,E,NS,Porcs,En fonctionnement,46600,46083,
37540,41163,0547.00024,47,NOUVELLE-AQUITAINE,LOT ET GARONNE,ALLONS,LA FERME DU CIRON (SARL),457654,6350797,2009-09-21,A,NS,Industries,En fonctionnement,47420,47007,
37543,41166,0547.00051,47,NOUVELLE-AQUITAINE,LOT ET GARONNE,AUBIAC,SCEA DE LAPLAGNE (BIP),504506,6339781,,E,NS,Industries,En fonctionnement,47310,47016,
37562,41185,0547.00475,47,NOUVELLE-AQUITAINE,LOT ET GARONNE,LABRETONIE,SCA UNICOQUE,491051,6379916,2016-09-14,E,NS,Industries,En fonctionnement,47350,47122,46.31Z
37590,41217,0547.09007,47,NOUVELLE-AQUITAINE,LOT ET GARONNE,AGEN,COOPERATIVE AGRICOLE VALDAGEN (BIP),510401,6347728,,E,NS,Industries,En fonctionnement,47000,47001,10.39B
37612,41239,0549.00013,49,PAYS DE LA LOIRE,MAINE ET LOIRE,BEAUPREAU EN MAUGES,PATIS (SCEA DU),400348,6679915,2013-11-05,E,NS,Bovins,En fonctionnement,49600,49023,
37628,41255,0549.00121,49,PAYS DE LA LOIRE,MAINE ET LOIRE,BEAUPREAU EN MAUGES,GOUBAUD (ETS),400085,6686112,2020-06-16,A,NS,Industries,En fonctionnement,49600,49023,
37639,41266,0549.00220,49,PAYS DE LA LOIRE,MAINE ET LOIRE,MAUGES SUR LOIRE,MAUGES'OEUF (SCEA),410597,6696558,2020-02-13,A,NS,Volailles,En fonctionnement,49620,49244,
37644,41271,0549.00284,49,PAYS DE LA LOIRE,MAINE ET LOIRE,LES CERQUEUX,PIERRE LEVEE (EARL LA),424987,6661689,2019-03-27,E,NS,Volailles,En fonctionnement,49360,49058,
37647,41274,0549.00293,49,PAYS DE LA LOIRE,MAINE ET LOIRE,LYS HAUT LAYON,ELBEL (GFA),435465,6674221,2019-03-19,A,NS,Volailles,En fonctionnement,49310,49373,
37656,41283,0549.00383,49,PAYS DE LA LOIRE,MAINE ET LOIRE,BEAUPREAU EN MAUGES,EARL DES 4 SAISONS,395388,6681587,2016-11-23,E,NS,Industries,En fonctionnement,49600,49023,
37665,41292,0549.00491,49,PAYS DE LA LOIRE,MAINE ET LOIRE,NOYANT-VILLAGES,EARL DU CLOS,477810,6720837,2020-06-09,E,NS,Porcs,En fonctionnement,49490,49228,
37682,41310,0549.00635,49,PAYS DE LA LOIRE,MAINE ET LOIRE,CLERE SUR LAYON,PRES (EARL DES),439684,6672234,2020-08-06,A,NS,Industries,En fonctionnement,49560,49102,
37684,41312,0549.00662,49,PAYS DE LA LOIRE,MAINE ET LOIRE,VAL D'ERDRE-AUXENCE,MARTEILLE (SARL LA),401308,6720348,2016-04-19,E,NS,Porcs,En fonctionnement,49440,49183,
37685,41313,0549.00671,49,PAYS DE LA LOIRE,MAINE ET LOIRE,CORON,MENHIR (GAEC LE),426062,6675371,2017-08-10,E,NS,Porcs,En fonctionnement,49690,49109,
37693,41321,0549.00716,49,PAYS DE LA LOIRE,MAINE ET LOIRE,MORANNES SUR SARTHE-DAUMERAY,EARL VOL AU VENT,448081,6737721,2013-07-23,E,NS,Porcs,En fonctionnement,49640,49220,
37695,41323,0549.00734,49,PAYS DE LA LOIRE,MAINE ET LOIRE,DOUE-EN-ANJOU,SARL BIOPARC,450293,6681942,2020-02-28,A,NS,Industries,En fonctionnement,49700,49125,
37697,41325,0549.00761,49,PAYS DE LA LOIRE,MAINE ET LOIRE,ECUILLE,LA GRANGE (GAEC LA),432760,6728330,2011-10-21,E,NS,Porcs,En fonctionnement,49460,49130,
37705,41333,0549.00789,49,PAYS DE LA LOIRE,MAINE ET LOIRE,MONTREVAULT SUR EVRE,CHEVRIE-DETENTE (GAEC DE LA),393006,6689702,2015-10-30,E,NS,Industries,En fonctionnement,49110,49218,
37708,41336,0549.00806,49,PAYS DE LA LOIRE,MAINE ET LOIRE,MONTREVAULT SUR EVRE,BORDAGE (GAEC DU),391841,6684682,2013-11-21,E,NS,Industries,En fonctionnement,49110,49218,
37710,41338,0549.00842,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,VALLONS-DE-L’ERDRE,GAEC DU GRAND SAPIN,394329,6720698,2011-08-04,E,NS,Industries,En fonctionnement,44540,44180,
37714,41342,0549.00879,49,PAYS DE LA LOIRE,MAINE ET LOIRE,NOYANT-VILLAGES,GRANGES (SCEA LES),479919,6726024,2013-10-22,E,NS,Porcs,En fonctionnement,49490,49228,
37717,41345,0549.00888,49,PAYS DE LA LOIRE,MAINE ET LOIRE,BEAUPREAU EN MAUGES,JOLIVET-CAILLEAU (EARL),386333,6682458,2019-10-24,A,NS,Industries,En fonctionnement,49600,49023,
37722,41350,0549.00932,49,PAYS DE LA LOIRE,MAINE ET LOIRE,CHEMILLE EN ANJOU,METAYER (EARL),428389,6686385,2019-03-13,A,NS,Volailles,En fonctionnement,49120,49092,
37735,41363,0549.01021,49,PAYS DE LA LOIRE,MAINE ET LOIRE,JARZE VILLAGES,PRIEURE (EARL DU),457945,6720507,2015-12-03,E,NS,Porcs,En fonctionnement,49140,49163,
37742,41370,0549.01049,49,PAYS DE LA LOIRE,MAINE ET LOIRE,CHEMILLE EN ANJOU,ORVIA COUVOIR DE LA SEIGNEURTIERE (SAS),419146,6695888,2016-04-26,E,NS,Industries,En fonctionnement,49120,49092,
37758,41386,0549.01139,49,PAYS DE LA LOIRE,MAINE ET LOIRE,SEVREMOINE,AVENIR (GAEC DE L'),392303,6668241,2018-09-12,A,NS,Volailles,En fonctionnement,49450,49301,
37762,41390,0549.01166,49,PAYS DE LA LOIRE,MAINE ET LOIRE,VAL D'ERDRE-AUXENCE,FREGATE (EARL DE LA),411339,6722653,2020-12-18,A,NS,Industries,En fonctionnement,49370,49183,
37768,41396,0549.01184,49,PAYS DE LA LOIRE,MAINE ET LOIRE,VAL D'ERDRE-AUXENCE,ORVIA COUVOIR DE LA SEIGNEURTIERE (SAS),409543,6722515,2015-11-03,E,NS,Volailles,En fonctionnement,49370,49183,
37773,41401,0549.01210,49,PAYS DE LA LOIRE,MAINE ET LOIRE,LES HAUTS-D'ANJOU,BETTON Joël,430494,6741478,2017-02-02,E,NS,Volailles,En fonctionnement,49330,49080,
37789,41417,0549.01319,49,PAYS DE LA LOIRE,MAINE ET LOIRE,MIRE,MOULIN FUME (EARL),438864,6745850,2016-11-22,E,NS,Industries,En fonctionnement,49330,49205,
37814,41442,0549.01490,49,PAYS DE LA LOIRE,MAINE ET LOIRE,BEAUPREAU EN MAUGES,EARL REBOURSERIE,404244,6692928,2005-03-15,E,NS,Porcs,En fonctionnement,49600,49023,
37816,41444,0549.01508,49,PAYS DE LA LOIRE,MAINE ET LOIRE,BEAUPREAU EN MAUGES,BLON FILS (EARL),404162,6690238,2019-04-17,A,NS,Industries,En fonctionnement,49600,49023,
37828,41456,0549.01562,49,PAYS DE LA LOIRE,MAINE ET LOIRE,MAUGES SUR LOIRE,PETITE CHESNAIE (EARL DE LA),407399,6698035,2012-01-31,E,NS,Porcs,En fonctionnement,49620,49244,
37841,41469,0549.01625,49,PAYS DE LA LOIRE,MAINE ET LOIRE,OMBREE D'ANJOU,BOIS GASNIER (EARL DU),386565,6743021,2015-09-02,E,NS,Bovins,En fonctionnement,49420,49248,
37844,41472,0549.01643,49,PAYS DE LA LOIRE,MAINE ET LOIRE,MONTREVAULT SUR EVRE,SOURCES (GAEC DES),389523,6690016,2016-07-18,E,NS,Industries,En fonctionnement,49110,49218,
37850,41478,0549.01670,49,PAYS DE LA LOIRE,MAINE ET LOIRE,SEVREMOINE,PROVENCHERES (SCEA LES),390792,6676301,2017-02-08,A,NS,Industries,En fonctionnement,49450,49301,
37854,41482,0549.01698,49,PAYS DE LA LOIRE,MAINE ET LOIRE,SEVREMOINE,ROUILLIERE (GAEC LA),393278,6671473,,E,NS,Industries,En fonctionnement,49450,49301,
37859,41487,0549.01715,49,PAYS DE LA LOIRE,MAINE ET LOIRE,SEVREMOINE,BORDS DE MOINE (GAEC),394888,6673560,2016-04-13,E,NS,Porcs,En fonctionnement,49450,49301,
37866,41494,0549.01760,49,PAYS DE LA LOIRE,MAINE ET LOIRE,ST CHRISTOPHE DU BOIS,LAC (EARL DU),399858,6665624,2017-01-25,A,NS,Volailles,En fonctionnement,49280,49269,
37875,41503,0549.01814,49,PAYS DE LA LOIRE,MAINE ET LOIRE,SEGRE-EN-ANJOU BLEU,BOUTEILLER (EARL),406338,6735430,2013-09-07,E,NS,Volailles,En fonctionnement,49500,49331,
37897,41526,0549.01968,49,PAYS DE LA LOIRE,MAINE ET LOIRE,SEVREMOINE,MARTIN Sébastien,398480,6678875,2018-06-20,A,NS,Volailles,En fonctionnement,49450,49301,
37902,41531,0549.01995,49,PAYS DE LA LOIRE,MAINE ET LOIRE,OMBREE D'ANJOU,VIGNERON Denis,390236,6738640,2020-07-16,E,NS,Industries,En fonctionnement,49420,49248,
37907,41536,0549.02066,49,PAYS DE LA LOIRE,MAINE ET LOIRE,MONTREVAULT SUR EVRE,CHAPITRE (EARL DU),392679,6694767,2016-11-25,E,NS,Porcs,En fonctionnement,49110,49218,
37920,41549,0549.02174,49,PAYS DE LA LOIRE,MAINE ET LOIRE,LES HAUTS-D'ANJOU,BERTIN Jérémy,430624,6744070,2019-10-08,A,NS,Industries,En fonctionnement,49330,49080,
37937,41566,0549.02291,49,PAYS DE LA LOIRE,MAINE ET LOIRE,OMBREE D'ANJOU,SOURCES (GAEC DES),398957,6738331,2013-09-19,A,NS,Bovins,En fonctionnement,49520,49248,
37944,41573,0549.02372,49,PAYS DE LA LOIRE,MAINE ET LOIRE,VERRIE,EARL LES BRUERES,459227,6691314,2019-01-15,E,NS,Porcs,En fonctionnement,49400,49370,
37974,41603,0549.02589,49,PAYS DE LA LOIRE,MAINE ET LOIRE,MAULEVRIER,CAILLES ROBIN,414900,6663669,2019-10-01,A,NS,Industries,En fonctionnement,49360,49192,
37979,41608,0549.02651,49,PAYS DE LA LOIRE,MAINE ET LOIRE,TREMENTINES,BUISSON (EARL DU),413239,6678080,2021-02-18,A,NS,Bovins,En fonctionnement,49340,49355,
37986,41615,0549.02714,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,VALLONS-DE-L’ERDRE,GAEC DE L'ERDRE,387409,6722203,2019-09-09,A,NS,Volailles,En fonctionnement,44540,44180,
37990,41619,0550.00020,50,NORMANDIE,MANCHE,CARENTAN-LES-MARAIS,VAUXELLE (GAEC DE),389609,6925746,2020-06-24,E,NS,Porcs,En fonctionnement,50500,50099,
38000,41629,0550.00093,50,NORMANDIE,MANCHE,BENOITVILLE,AUBERT DANIEL,355575,6946165,2019-10-10,E,NS,Porcs,En fonctionnement,50340,50045,
38004,41633,0550.00110,50,NORMANDIE,MANCHE,BESLON,MONTARDERIE (SCEA DE LA),394621,6869248,2016-06-14,E,NS,Bovins,En fonctionnement,50800,50048,
38016,41645,0550.00264,50,NORMANDIE,MANCHE,SAINT-JAMES,DOUETEL (EARL DU),378102,6832256,2020-12-17,E,NS,Bovins,En fonctionnement,50240,50487,
38034,41663,0550.00372,50,NORMANDIE,MANCHE,DUCEY LES CHERIS,FORGE (EARL LA),387492,6846446,2017-01-11,A,NS,Industries,En fonctionnement,50220,50168,
38039,41668,0550.00381,50,NORMANDIE,MANCHE,MOYON VILLAGES,PRAVAY( GAEC DU),399265,6882862,2012-07-26,E,NS,Bovins,En fonctionnement,50860,50363,
38042,41671,0550.00408,50,NORMANDIE,MANCHE,CONDE-SUR-VIRE,TRECOEUR (GAEC DE),406596,6892272,2014-04-24,E,NS,Volailles,En fonctionnement,50890,50139,
38051,41680,0550.00471,50,NORMANDIE,MANCHE,SAINT-JAMES,MOULIN A VENT (GAEC DU),377875,6837014,2017-02-08,E,NS,Porcs,En fonctionnement,50240,50487,
38061,41690,0550.00570,50,NORMANDIE,MANCHE,ROMAGNY FONTENAY,DESLANDES (GAEC),404281,6842981,2019-11-19,A,NS,Industries,En fonctionnement,50140,50436,
38066,41695,0550.00615,50,NORMANDIE,MANCHE,GER,LECOMTE (EARL),417600,6846349,,E,NS,Porcs,En fonctionnement,50850,50200,
38078,41707,0550.00688,50,NORMANDIE,MANCHE,LE GRAND CELLAND,LE GUE BOTTEREL (SARL),394585,6850192,2016-06-16,A,NS,Industries,En fonctionnement,50370,50217,
38092,41721,0550.00769,50,NORMANDIE,MANCHE,THEREVAL,HOTEL GLINEL (EARL),395392,6899773,2010-11-15,E,NS,Bovins,En fonctionnement,50180,50239,
38098,41727,0550.00831,50,NORMANDIE,MANCHE,ISIGNY LE BUAT,L2J FORTIN (GAEC),391800,6843800,2019-06-24,E,NS,Bovins,En fonctionnement,50540,50256,
38128,41758,0550.01056,50,NORMANDIE,MANCHE,LE MESNILLARD,JAMMES YANNICK,399770,6842849,2019-12-13,A,NS,Industries,En fonctionnement,50600,50315,
38143,41773,0550.01182,50,NORMANDIE,MANCHE,MONTJOIE ST MARTIN,BOIS DAVIAIS (GAEC DU),383390,6833349,2014-02-26,A,NS,Bovins,En fonctionnement,50240,50347,
38189,41820,0550.01614,50,NORMANDIE,MANCHE,SAINT-AMAND-VILLAGES,FERME DES CHATAIGNIERS(GAEC),409087,6892175,2013-04-05,E,NS,Bovins,En fonctionnement,50160,50444,
38192,41823,0550.01641,50,NORMANDIE,MANCHE,ST AUBIN DE TERREGATTE,FILLATRE(SARL),382415,6841065,2016-07-06,A,NS,Industries,En fonctionnement,50240,50448,
38217,41848,0550.01812,50,NORMANDIE,MANCHE,ST GILLES,HERBAGES (GAEC DES),394958,6896071,2016-08-25,E,NS,Bovins,En fonctionnement,50180,50483,
38220,41851,0550.01821,50,NORMANDIE,MANCHE,CARENTAN-LES-MARAIS,GRINVILLE (EARL DE),393541,6920406,2008-04-24,E,NS,Porcs,En fonctionnement,50500,50099,
38223,41854,0550.01858,50,NORMANDIE,MANCHE,ST JEAN DE LA HAIZE,LEMASLE (EARL),380512,6858578,2019-02-21,E,NS,Industries,En fonctionnement,50300,50489,01.46Z
38236,41867,0550.01984,50,NORMANDIE,MANCHE,ST HILAIRE DU HARCOUET,BELLEVUE (GAEC DE),393577,6835889,2018-04-06,E,NS,Porcs,En fonctionnement,50600,50484,
38261,41893,0550.02226,50,NORMANDIE,MANCHE,SERVON,SAUVAGE ERIC,374371,6842704,2017-11-22,A,NS,Industries,En fonctionnement,50170,50574,
38292,41924,0550.02505,50,NORMANDIE,MANCHE,ST HILAIRE DU HARCOUET,MAZURAGE (EARL DU),396057,6841779,2009-09-21,E,NS,Bovins,En fonctionnement,50600,50484,
38310,41943,0550.02749,50,NORMANDIE,MANCHE,NEHOU,ATEMAX FRANCE NEHOU,371461,6933942,2018-02-12,A,NS,Industries,En fonctionnement,50390,50370,
38320,41953,0550.02974,50,NORMANDIE,MANCHE,CARENTAN-LES-MARAIS,SOCIETE GEL MANCHE,390623,6921137,2011-09-07,A,NS,Industries,En fonctionnement,50500,50099,
38325,41958,0550.03045,50,NORMANDIE,MANCHE,ST AUBIN DE TERREGATTE,DU SILO TOUR (EARL),383617,6836320,2020-10-13,E,NS,Porcs,En fonctionnement,50240,50448,
38335,41968,0551.00010,51,GRAND EST,MARNE,AULNAY L AITRE,SCEA PORCIMAT,814372,6860066,2018-10-26,E,NS,Porcs,En fonctionnement,51240,51022,
38353,41986,0551.00100,51,GRAND EST,MARNE,COURDEMANGES,SCEA LA CERTINE,808374,6841626,2020-09-17,A,NS,Industries,En fonctionnement,51300,51184,01.50Z
38363,41996,0551.00182,51,GRAND EST,MARNE,LAVAL SUR TOURBE,EARL DE LA FORGE,823239,6894288,2018-11-29,A,NS,Industries,En fonctionnement,51600,51317,01.11Z
38381,42014,0551.00290,51,GRAND EST,MARNE,ST OUEN DOMPROT,SCEA PORCHERE de la VOIE ROMAINE,805402,6834242,2019-12-10,A,NS,Industries,En fonctionnement,51320,51508,01.46Z
38396,42029,0551.00362,51,GRAND EST,MARNE,VAVRAY LE GRAND,EARL DES SORANGES,826086,6856247,2019-06-18,A,NS,Volailles,En fonctionnement,51300,51601,01.11Z
38398,42031,0551.00380,51,GRAND EST,MARNE,VILLEVENARD,GAEC VAUCHER,758338,6860796,2018-03-21,E,NS,Bovins,En fonctionnement,51270,51641,01.41Z
38401,42034,0551.00425,51,GRAND EST,MARNE,ST UTIN,EARL DES BABELEES,809572,6828609,2018-10-25,E,NS,Porcs,En fonctionnement,51290,51520,01.50Z
38408,42041,0552.00046,52,GRAND EST,HAUTE MARNE,SAINTS GEOSMES,GAEC DE CHATENONGE,877549,6749809,2013-05-02,E,NS,Industries,En fonctionnement,52200,52449,
38414,42047,0552.00190,52,GRAND EST,HAUTE MARNE,COLOMBEY LES DEUX EGLISES,GAEC POMMEROL,842394,6799074,2015-09-03,E,NS,Industries,En fonctionnement,52330,52140,
38421,42054,0552.00299,52,GRAND EST,HAUTE MARNE,GERMAY,SCL DE LA COTE HALTON,875942,6813892,2016-08-26,E,NS,Bovins,En fonctionnement,52230,52218,
38452,42085,0553.00009,53,PAYS DE LA LOIRE,MAYENNE,AHUILLE,GAEC VILLENEUVE,413235,6772824,2015-05-22,E,NS,Porcs,En fonctionnement,53940,53001,01.41Z
38461,42094,0553.00072,53,PAYS DE LA LOIRE,MAYENNE,ANDOUILLE,GAEC GIRAULT,416329,6792222,2017-04-20,E,NS,Industries,En fonctionnement,53240,53005,01.46Z
