,Unnamed: 0,s3ic_id,num_dep,region,department,city,name,lat,lon,last_inspection,regime,seveso,family,active,code_postal,code_insee,code_naf
35731,39340,0535.00649,35,BRETAGNE,ILLE-ET-VILAINE,CHATILLON EN VENDELAIS,SOC PRO HYBRIDES,390374,6798536,2019-07-11,A,NS,Industries,En fonctionnement,35210,35072,01.46Z
35737,39346,0535.00667,35,BRETAGNE,ILLE-ET-VILAINE,CHAVAGNE,EARL MONTGERMONT,344463,6782344,2015-11-27,E,NS,Industries,En fonctionnement,35310,35076,
35740,39349,0535.00676,35,BRETAGNE,ILLE-ET-VILAINE,CHELUN,EARL LES MIMOSAS,381672,6758219,2020-10-16,E,NS,Industries,En fonctionnement,35640,35077,
35745,39354,0535.00694,35,BRETAGNE,ILLE-ET-VILAINE,COESMES,SCEA CHEREL,372063,6761129,2018-12-04,E,NS,Industries,En fonctionnement,35134,35082,
35750,39359,0535.00720,35,BRETAGNE,ILLE-ET-VILAINE,COMBLESSAC,SCEA LA FEUILLARDAIS,321140,6766341,2015-06-30,E,NS,Porcs,En fonctionnement,35330,35084,01.46Z
35761,39370,0535.00748,35,BRETAGNE,ILLE-ET-VILAINE,COMBOURG,GAEC DU TERROIR,349983,6818542,2018-07-17,E,NS,Bovins,En fonctionnement,35270,35085,01.41Z
35768,39377,0535.00775,35,BRETAGNE,ILLE-ET-VILAINE,CORPS NUDS,EARL LES PRAIRIES DE L ISE,358349,6771889,2019-06-27,E,NS,Bovins,En fonctionnement,35150,35088,01.50Z
35784,39393,0535.00847,35,BRETAGNE,ILLE-ET-VILAINE,DOMAGNE,EARL CHUBERRES,372684,6782494,2016-02-16,E,NS,Industries,En fonctionnement,35113,35096,
35793,39402,0535.00874,35,BRETAGNE,ILLE-ET-VILAINE,DOMALAIN,LECOQ LOIC,381816,6770493,2019-12-10,A,NS,Industries,En fonctionnement,35680,35097,01.61Z
35805,39414,0535.00900,35,BRETAGNE,ILLE-ET-VILAINE,DOMLOUP,GATEL GERARD,362542,6782293,2013-03-28,E,NS,Industries,En fonctionnement,35410,35099,
35809,39418,0535.00928,35,BRETAGNE,ILLE-ET-VILAINE,DROUGES,GAEC MAIGNAN RONDEAU,385092,6763555,2019-02-14,E,NS,Porcs,En fonctionnement,35130,35102,01.50Z
35821,39430,0535.00982,35,BRETAGNE,ILLE-ET-VILAINE,ERCE EN LAMEE,EARL LA GUERINAIS,357664,6756584,2016-11-16,E,NS,Industries,En fonctionnement,35620,35106,01.46Z
35827,39436,0535.01008,35,BRETAGNE,ILLE-ET-VILAINE,ESSE,EARL LEUE BIHAN,372132,6769723,2019-02-12,E,NS,Bovins,En fonctionnement,35150,35108,
35831,39440,0535.01017,35,BRETAGNE,ILLE-ET-VILAINE,ESSE,EARL MENARD,366093,6769581,2016-02-24,E,NS,Industries,En fonctionnement,35150,35108,
35842,39451,0535.01053,35,BRETAGNE,ILLE-ET-VILAINE,FEINS,EARL DES NEIGES,357504,6812536,2019-08-14,E,NS,Porcs,En fonctionnement,35440,35110,01.41Z
35878,39487,0535.01198,35,BRETAGNE,ILLE-ET-VILAINE,GRAND FOUGERAY,RENAUD VIANDES,344821,6748289,2020-12-16,E,NS,Industries,En fonctionnement,35390,35124,10.11Z
35885,39494,0535.01233,35,BRETAGNE,ILLE-ET-VILAINE,GUICHEN,GUILLEMOT ANTHONY,343519,6770199,2020-06-15,A,NS,Industries,En fonctionnement,35580,35126,01.50Z
35891,39500,0535.01279,35,BRETAGNE,ILLE-ET-VILAINE,GUIPRY MESSAC,EARL MOISON,337580,6760311,2015-02-12,E,NS,Bovins,En fonctionnement,35480,35176,01.50Z
35902,39511,0535.01314,35,BRETAGNE,ILLE-ET-VILAINE,IFFENDIC,GAEC DES VILLENEUVES,324070,6793722,2018-07-30,E,NS,Bovins,En fonctionnement,35750,35133,
35907,39516,0535.01341,35,BRETAGNE,ILLE-ET-VILAINE,IFFENDIC,SCEA LES RUISSEAUX,323192,6792662,2021-03-15,E,NS,Industries,En fonctionnement,35750,35133,01.46Z
35936,39545,0535.01468,35,BRETAGNE,ILLE-ET-VILAINE,LASSY,GAEC DU CHEVAL NOIR,334858,6774709,2018-11-26,E,NS,Porcs,En fonctionnement,35580,35149,
35960,39569,0535.01602,35,BRETAGNE,ILLE-ET-VILAINE,LUITRE-DOMPIERRE,EARL PARIS,390959,6806586,2019-07-11,E,NS,Porcs,En fonctionnement,35133,35163,01.50Z
35970,39579,0535.01639,35,BRETAGNE,ILLE-ET-VILAINE,MARCILLE ROBERT,GAEC DES PRES,374652,6772400,2016-12-19,E,NS,Porcs,En fonctionnement,35240,35165,
35973,39582,0535.01648,35,BRETAGNE,ILLE-ET-VILAINE,MARPIRE,GAEC CAILLARD,374882,6793264,2019-07-23,E,NS,Industries,En fonctionnement,35220,35166,
35980,39589,0535.01666,35,BRETAGNE,ILLE-ET-VILAINE,MARTIGNE FERCHAUD,NEVEU Pierric,379844,6753370,2018-10-09,E,NS,Bovins,En fonctionnement,35640,35167,01.46Z
35985,39594,0535.01684,35,BRETAGNE,ILLE-ET-VILAINE,VAL D'ANAST,EARL LA GREE DE TREVION,324630,6765313,2015-09-10,E,NS,Volailles,En fonctionnement,35330,35168,01.47Z
35990,39599,0535.01710,35,BRETAGNE,ILLE-ET-VILAINE,MAXENT,BOUGEARD PHILIPPE,328149,6776002,2020-07-02,A,NS,Industries,En fonctionnement,35380,35169,01.11Z
35999,39608,0535.01747,35,BRETAGNE,ILLE-ET-VILAINE,MEDREAC,EARL TOSTIVINT HERVE,323795,6806997,2020-06-23,A,NS,Industries,En fonctionnement,35360,35171,70.10Z
36014,39623,0535.01783,35,BRETAGNE,ILLE-ET-VILAINE,MELESSE,SOURDIN Brigitte,352463,6802731,2020-03-12,E,NS,Industries,En fonctionnement,35520,35173,
36024,39633,0535.01828,35,BRETAGNE,ILLE-ET-VILAINE,MINIAC MORVAN,ALLIOMER,337470,6837489,2015-04-09,A,NS,Industries,En fonctionnement,35540,35179,46.38A
36037,39646,0535.01864,35,BRETAGNE,ILLE-ET-VILAINE,MONTAUBAN-DE-BRETAGNE,FERRE PHILIPPE,320838,6802819,2019-12-20,E,NS,Porcs,En fonctionnement,35360,35184,
36042,39651,0535.01882,35,BRETAGNE,ILLE-ET-VILAINE,MONTAUBAN-DE-BRETAGNE,DELAUNAY JEAN-EMILE,323383,6799551,2014-12-15,E,NS,Porcs,En fonctionnement,35360,35184,01.46Z
36058,39667,0535.01918,35,BRETAGNE,ILLE-ET-VILAINE,LES PORTES DU COGLAIS,EARL AUSSANT PATRICK,383389,6826293,2016-08-30,E,NS,Industries,En fonctionnement,35460,35191,01.50Z
36060,39669,0535.01936,35,BRETAGNE,ILLE-ET-VILAINE,MONTREUIL LE GAST,EARL CHENARD,348334,6804694,2015-05-07,E,NS,Porcs,En fonctionnement,35520,35193,
36068,39677,0535.01963,35,BRETAGNE,ILLE-ET-VILAINE,MORDELLES,BRIENT,340458,6786701,2016-04-04,E,NS,Industries,En fonctionnement,35310,35196,10.13A
36070,39679,0535.01972,35,BRETAGNE,ILLE-ET-VILAINE,MOULINS,EARL DU FOUGERAY,375106,6776294,2019-10-08,E,NS,Porcs,En fonctionnement,35680,35198,01.50Z
36075,39684,0535.01981,35,BRETAGNE,ILLE-ET-VILAINE,MOULINS,EARL LES PERRIERES,374363,6775205,2017-10-10,E,NS,Industries,En fonctionnement,35680,35198,
36086,39695,0535.02016,35,BRETAGNE,ILLE-ET-VILAINE,MUEL,EARL GILLET,314804,6791453,2020-01-30,E,NS,Porcs,En fonctionnement,35290,35201,
36106,39715,0535.02089,35,BRETAGNE,ILLE-ET-VILAINE,ORGERES,LE TERTRE JEAN MICHEL,354186,6774665,2019-06-17,E,NS,Volailles,En fonctionnement,35230,35208,01.41Z
36133,39742,0535.02232,35,BRETAGNE,ILLE-ET-VILAINE,PIRE-CHANCE,GAEC COLLIOT,371308,6778823,2017-11-16,E,NS,Industries,En fonctionnement,35150,35220,
36143,39752,0535.02269,35,BRETAGNE,ILLE-ET-VILAINE,PLEINE FOUGERES,EARL DE VILLE PRETRE,361163,6833670,2017-12-21,E,NS,Porcs,En fonctionnement,35610,35222,
36147,39756,0535.02287,35,BRETAGNE,ILLE-ET-VILAINE,PLELAN LE GRAND,GAEC LA GENDROTAIS,323625,6781872,2020-12-03,E,NS,Bovins,En fonctionnement,35380,35223,
36151,39760,0535.02304,35,BRETAGNE,ILLE-ET-VILAINE,PLESDER,EARL LES HAUTS DE LA BUHARAIE,336339,6823051,2016-07-07,E,NS,Porcs,En fonctionnement,35720,35225,
36156,39765,0535.02313,35,BRETAGNE,ILLE-ET-VILAINE,PLEUGUENEUC,EURL CHATEAU ET PARC ZOOLOGIQUE DE LA B,337813,6822782,2017-09-14,E,NS,Industries,En fonctionnement,35720,35226,91.04Z
36163,39772,0535.02340,35,BRETAGNE,ILLE-ET-VILAINE,POCE LES BOIS,EARL LE TERTRE,385292,6786396,2020-10-19,E,NS,Porcs,En fonctionnement,35500,35229,
36166,39775,0535.02377,35,BRETAGNE,ILLE-ET-VILAINE,QUEDILLAC,SCEA VILLE CHARLES,319078,6807530,2016-05-30,E,NS,Industries,En fonctionnement,35290,35234,01.47Z
36180,39789,0535.02412,35,BRETAGNE,ILLE-ET-VILAINE,RANNEE,EARL DU GOUPIL,386796,6768502,2014-11-06,E,NS,Porcs,En fonctionnement,35130,35235,01.50Z
36190,39799,0535.02449,35,BRETAGNE,ILLE-ET-VILAINE,RETIERS,EARL LA ROUSSIERE,375591,6766471,2016-09-27,E,NS,Industries,En fonctionnement,35240,35239,
36195,39804,0535.02476,35,BRETAGNE,ILLE-ET-VILAINE,ROMAGNE,GAEC CHAVOIX,384478,6812893,2021-03-18,E,NS,Industries,En fonctionnement,35133,35243,
36197,39806,0535.02485,35,BRETAGNE,ILLE-ET-VILAINE,ROMAGNE,GAEC GAILLARD,382819,6812052,2019-07-08,E,NS,Industries,En fonctionnement,35133,35243,01.41Z
36200,39809,0535.02494,35,BRETAGNE,ILLE-ET-VILAINE,ROMILLE,BEDFERT Sylvain,336434,6803591,2016-09-20,E,NS,Industries,En fonctionnement,35850,35245,
36217,39826,0535.02575,35,BRETAGNE,ILLE-ET-VILAINE,ST DIDIER,GAEC LA COEFFELIERE,373930,6785559,2019-06-25,E,NS,Industries,En fonctionnement,35220,35264,01.42Z
36223,39832,0535.02593,35,BRETAGNE,ILLE-ET-VILAINE,MAEN ROCH,EARL BONNE FONTAINE,379619,6817530,2018-07-02,E,NS,Bovins,En fonctionnement,35460,35257,01.50Z
36231,39840,0535.02656,35,BRETAGNE,ILLE-ET-VILAINE,ST GEORGES DE REINTEMBAULT,CHAUVOIS NICOLE,385441,6832972,2018-07-20,E,NS,Bovins,En fonctionnement,35420,35271,
36239,39848,0535.02683,35,BRETAGNE,ILLE-ET-VILAINE,ST GERMAIN EN COGLES,EARL GIROU (06548),386705,6818034,2017-08-18,E,NS,Bovins,En fonctionnement,35133,35273,01.41Z
36248,39857,0535.02719,35,BRETAGNE,ILLE-ET-VILAINE,ST GONLAY,GAEC DU KASTELL,322237,6792128,2021-02-26,E,NS,Industries,En fonctionnement,35750,35277,
36261,39870,0535.02773,35,BRETAGNE,ILLE-ET-VILAINE,ST MALO DE PHILY,GAEC COUDRAIS,340159,6761951,2020-07-21,E,NS,Industries,En fonctionnement,35480,35289,
36266,39875,0535.02809,35,BRETAGNE,ILLE-ET-VILAINE,STE MARIE,EARL LE HAUT BEL,323314,6746169,2018-09-27,A,NS,Industries,En fonctionnement,35600,35294,01.47Z
36269,39878,0535.02818,35,BRETAGNE,ILLE-ET-VILAINE,MONTREUIL SUR ILLE,EARL DU DOMAINE,355872,6809821,2020-08-10,E,NS,Porcs,En fonctionnement,35440,35195,01.41Z
36302,39911,0535.02980,35,BRETAGNE,ILLE-ET-VILAINE,SENS DE BRETAGNE,GAEC LAUNAY,366333,6816689,2018-02-05,E,NS,Industries,En fonctionnement,35490,35326,01.50Z
36332,39941,0535.03114,35,BRETAGNE,ILLE-ET-VILAINE,VAL-COUESNON,SCEA FERME DE LA RONDAIE,371868,6821384,2014-06-12,E,NS,Industries,En fonctionnement,35460,35004,
36335,39944,0535.03132,35,BRETAGNE,ILLE-ET-VILAINE,TREVERIEN,EARL DE TRENOIS,336582,6817866,2020-02-07,A,NS,Industries,En fonctionnement,35190,35345,01.47Z
36338,39947,0535.03141,35,BRETAGNE,ILLE-ET-VILAINE,VAL D IZE,HUET JEAN-PAUL,379531,6794645,2020-10-22,E,NS,Industries,En fonctionnement,35450,35347,
36346,39955,0535.03187,35,BRETAGNE,ILLE-ET-VILAINE,VERN SUR SEICHE,GAEC CASTEL ARMOR,358202,6782628,2018-09-06,E,NS,Bovins,En fonctionnement,35770,35352,01.50Z
36358,39967,0535.03231,35,BRETAGNE,ILLE-ET-VILAINE,VITRE,FORDIS,386343,6788937,2021-01-19,E,NS,Industries,En fonctionnement,35500,35360,94.11Z
36393,40002,0535.03989,35,BRETAGNE,ILLE-ET-VILAINE,NOYAL SUR VILAINE,SAS TRIBALLAT,364868,6787511,2021-02-24,A,NS,Industries,En fonctionnement,35530,35207,
36394,40003,0535.03998,35,BRETAGNE,ILLE-ET-VILAINE,PACE,GAEC DE TIXUE,345080,6797724,2016-05-26,E,NS,Porcs,En fonctionnement,35740,35210,
36400,40009,0535.04122,35,BRETAGNE,ILLE-ET-VILAINE,QUEDILLAC,EARL HERVE,316059,6806336,2018-05-24,E,NS,Porcs,En fonctionnement,35290,35234,01.11Z
36402,40011,0535.04131,35,BRETAGNE,ILLE-ET-VILAINE,RANNEE,GAEC DE L'HORIZON,385501,6767507,2020-11-10,E,NS,Bovins,En fonctionnement,35130,35235,01.50Z
36411,40020,0535.04311,35,BRETAGNE,ILLE-ET-VILAINE,ST MALON SUR MEL,EARL LE PLESSIS,321086,6788090,2020-01-30,A,NS,Industries,En fonctionnement,35750,35290,01.47Z
36412,40021,0535.04339,35,BRETAGNE,ILLE-ET-VILAINE,ST ONEN LA CHAPELLE,EARL LA RUE DU CHENE,317487,6799715,2014-06-05,E,NS,Industries,En fonctionnement,35290,35302,
36418,40027,0535.04438,35,BRETAGNE,ILLE-ET-VILAINE,TINTENIAC,GAEC LAND'TREMOR,340125,6815053,2018-10-25,E,NS,Industries,En fonctionnement,35190,35337,
36434,40043,0535.04627,35,BRETAGNE,ILLE-ET-VILAINE,DOMALAIN,EARL LA FORCE BLANCHE,384305,6775167,2018-08-21,E,NS,Bovins,En fonctionnement,35680,35097,01.41Z
36445,40054,0535.04762,35,BRETAGNE,ILLE-ET-VILAINE,MONTAUBAN-DE-BRETAGNE,SCEA ROUAULT,320096,6800885,2015-06-22,E,NS,Bovins,En fonctionnement,35360,35184,
36447,40056,0535.04780,35,BRETAGNE,ILLE-ET-VILAINE,MOUTIERS,EARL PORC S.H,388041,6772339,2019-12-05,E,NS,Porcs,En fonctionnement,35130,35200,
36454,40063,0535.04843,35,BRETAGNE,ILLE-ET-VILAINE,ST AUBIN DU CORMIER,EVOLUTION,371008,6805222,2015-09-08,E,NS,Bovins,En fonctionnement,35140,35253,01.62Z
36463,40072,0535.04924,35,BRETAGNE,ILLE-ET-VILAINE,TAILLIS,EARL JEZEQUEL,385868,6797049,2020-07-30,E,NS,Porcs,En fonctionnement,35500,35330,01.46Z
36467,40076,0536.00008,36,CENTRE-VAL DE LOIRE,INDRE,ARGENTON SUR CREUSE,PATISSERIE MICHEL KREMER (SAS),586127,6609119,2019-06-03,A,NS,Industries,En fonctionnement,36200,36006,
36481,40091,0536.00161,36,CENTRE-VAL DE LOIRE,INDRE,HEUGNES,AGENA (SARL),576207,6658380,2019-12-04,A,NS,Industries,En fonctionnement,36180,36086,
36496,40106,0536.00233,36,CENTRE-VAL DE LOIRE,INDRE,MONTCHEVRIER,BALLEREAU ANNIE,603669,6601641,2018-08-24,E,NS,Volailles,En fonctionnement,36140,36126,
36506,40116,0536.00297,36,CENTRE-VAL DE LOIRE,INDRE,POULIGNY NOTRE DAME,YVERNAULT PATRICK,624308,6595626,2015-12-03,E,NS,Volailles,En fonctionnement,36160,36163,
36507,40117,0536.00305,36,CENTRE-VAL DE LOIRE,INDRE,POULIGNY ST MARTIN,QUATRE VENTS (GAEC DES),626588,6603210,2013-11-25,E,NS,Porcs,En fonctionnement,36160,36164,
36511,40121,0536.00332,36,CENTRE-VAL DE LOIRE,INDRE,RIVARENNES,BUISSON DE RIVARENNES (SCEA DU),577164,6614748,2019-07-19,A,NS,Industries,En fonctionnement,36800,36172,
36515,40125,0536.00396,36,CENTRE-VAL DE LOIRE,INDRE,ST PLANTAIRE,EARL DU PRE CAILLET,596010,6595763,,E,NS,Industries,En fonctionnement,36190,36207,
36533,40143,0536.00729,36,CENTRE-VAL DE LOIRE,INDRE,PERASSAY,JUTANT JEROME,636850,6598649,2013-06-11,E,NS,Porcs,En fonctionnement,36160,36156,
36537,40147,0537.00016,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,AMBOISE,CENTRE LECLERC,550350,6702339,,E,NS,Industries,En fonctionnement,37400,37003,47.11F
36541,40151,0537.00025,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,ANTOGNY LE TILLAC,EARL DE LA CLORIE,512400,6653814,2014-10-23,E,NS,Porcs,En fonctionnement,37800,37005,01.46Z
36548,40160,0537.00115,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,BOSSEE,CHARBONNEAU Laurent,527391,6673136,2014-07-04,E,NS,Porcs,En fonctionnement,37240,37029,01.46Z
36552,40164,0537.00188,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,LA CELLE ST AVANT,AXIOM,519924,6659199,2017-06-30,E,NS,Porcs,En fonctionnement,37160,37045,01.46Z
36568,40180,0537.00421,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,EPEIGNE SUR DEME,EARL GIRARDET,522360,6733280,2016-04-29,E,NS,Porcs,En fonctionnement,37370,37101,01.50Z
36577,40190,0537.00566,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,LOCHE SUR INDROIS,EARL DE LA MOSELLERIE,563674,6666520,2018-08-24,A,NS,Industries,En fonctionnement,37460,37133,
36580,40193,0537.00584,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,LE LOUROUX,EARL CHAMP DURAND,533067,6675835,2019-03-20,A,NS,Industries,En fonctionnement,37240,37136,01.11Z
36586,40199,0537.00638,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,MONTHODON,GAEC DESLIS,537669,6727292,2015-07-03,E,NS,Bovins,En fonctionnement,37110,37155,
36594,40207,0537.00719,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,NOTRE DAME D OE,GIFFAUD VIANDES,526179,6706484,2016-11-02,E,NS,Industries,En fonctionnement,37390,37172,10.11Z
36598,40211,0537.00746,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,ORBIGNY,GAEC DU HAUT BONNET,566907,6683614,2012-06-28,E,NS,Porcs,En fonctionnement,37460,37177,
36600,40213,0537.00782,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,PERNAY,SCEA LA BONDONNIERE,511258,6707531,2019-03-26,E,NS,Bovins,En fonctionnement,37230,37182,01.41Z
36607,40221,0537.00917,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,ST EPAIN,GAEC DES HARDONNIERES,521371,6677594,2019-10-29,E,NS,Porcs,En fonctionnement,37800,37216,01.50Z
36609,40223,0537.01024,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,ST PATERNE RACAN,BONNEAU Baptiste,510065,6722349,2017-11-16,E,NS,Porcs,En fonctionnement,37370,37231,01.50Z
36620,40235,0537.01231,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,VOUVRAY,SAS LACHETEAU,534099,6706130,2019-05-07,E,NS,Industries,En fonctionnement,37210,37281,46.34Z
36624,40239,0537.01439,37,CENTRE-VAL DE LOIRE,INDRE ET LOIRE,TOURS,BARAT SARL,529238,6700070,2014-09-10,E,NS,Industries,En fonctionnement,37000,37261,46.32A
36646,40261,0538.00204,38,AUVERGNE - RHONE-ALPES,ISERE,FONTANIL CORNILLON,PROVALT SAVOIE (ex MONNARD),908791,6463988,2010-11-03,A,NS,Industries,En fonctionnement,38120,38170,38.12Z
36673,40288,0538.00448,38,AUVERGNE - RHONE-ALPES,ISERE,ST ISMIER,RECREA DOG,921905,6462579,,E,NS,Industries,En fonctionnement,38330,38397,
36676,40291,0538.00475,38,AUVERGNE - RHONE-ALPES,ISERE,ST JUST DE CLAIX,SAINT JEAN (SAS),879165,6446381,2020-09-03,E,NS,Industries,En fonctionnement,38680,38409,
36684,40299,0538.00510,38,AUVERGNE - RHONE-ALPES,ISERE,ST QUENTIN FALLAVIER,TRANSGOURMET OPERATIONS,864283,6508559,2020-12-10,E,NS,Industries,En fonctionnement,38070,38449,56.21Z
36695,40310,0538.00628,38,AUVERGNE - RHONE-ALPES,ISERE,ANTHON,CONFLUENCE AMENDEMENTS,867278,6522340,,E,NS,Industries,En fonctionnement,38280,38011,
36696,40311,0538.00646,38,AUVERGNE - RHONE-ALPES,ISERE,CHARVIEU CHAVAGNEUX,PROFIL EXPORT,867559,6517273,2011-09-21,E,NS,Industries,En fonctionnement,38230,38085,
36706,40321,0538.00682,38,AUVERGNE - RHONE-ALPES,ISERE,RENAGE,REFUGE FOURRIERE DE LA VALLEE,895131,6473033,,E,NS,Industries,En fonctionnement,38140,38332,
36722,40338,0539.00131,39,BOURGOGNE - FRANCHE-COMTE,JURA,CHISSEY SUR LOUE,EARL LECUYER,907961,6662686,2018-09-20,A,NS,Bovins,En fonctionnement,39380,39149,
36727,40343,0539.00285,39,BOURGOGNE - FRANCHE-COMTE,JURA,MAYNAL,GAEC DE LA PLANCHE,884696,6610285,2016-01-26,E,NS,Bovins,En fonctionnement,39190,39320,
36736,40352,0539.00401,39,BOURGOGNE - FRANCHE-COMTE,JURA,ROUFFANGE,SARL MARPORC (MARECHAL M.),904921,6684489,2017-09-26,E,NS,Industries,En fonctionnement,39350,39469,
36750,40366,0540.00139,40,NOUVELLE-AQUITAINE,LANDES,BORDERES ET LAMENSANS,SCEA DE RECHE - BARRAILH CHRISTOPHE,429526,6302533,2018-10-19,E,NS,Porcs,En fonctionnement,40270,40049,
36753,40369,0540.00210,40,NOUVELLE-AQUITAINE,LANDES,CASTANDET,EARL DE PERRON (ex SCEA DU NAOU),432177,6307845,2019-12-10,A,NS,Industries,En fonctionnement,40270,40070,
36759,40375,0540.00256,40,NOUVELLE-AQUITAINE,LANDES,CAZERES SUR L ADOUR,SCEA BAZOT,434167,6299857,2019-12-10,E,NS,Volailles,En fonctionnement,40270,40080,
36760,40376,0540.00265,40,NOUVELLE-AQUITAINE,LANDES,CLASSUN,EARL DE MARIANNE,428267,6296364,2012-09-21,E,NS,Volailles,En fonctionnement,40320,40082,
36763,40379,0540.00300,40,NOUVELLE-AQUITAINE,LANDES,DOAZIT,CROUTZ JEAN CLAUDE,406235,6293285,2016-11-17,A,NS,Industries,En fonctionnement,40700,40089,
36777,40393,0540.00553,40,NOUVELLE-AQUITAINE,LANDES,MAGESCQ,SA COUVOIR DE LA COTE D'ARGENT -BETOUIGT,359534,6303047,2016-06-09,A,NS,Industries,En fonctionnement,40140,40168,
36802,40418,0540.00823,40,NOUVELLE-AQUITAINE,LANDES,SABRES,SASSO - SALLES LAURENT,395691,6346750,2020-09-24,A,NS,Industries,En fonctionnement,40630,40246,
36819,40435,0540.00959,40,NOUVELLE-AQUITAINE,LANDES,SAMADET,EARL DU PAOU,421247,6285691,2017-12-12,E,NS,Porcs,En fonctionnement,40320,40286,
36825,40441,0540.01039,40,NOUVELLE-AQUITAINE,LANDES,TILH,LABORDE JEAN,387505,6284445,2019-05-23,E,NS,Volailles,En fonctionnement,40360,40316,
36836,40452,0540.01318,40,NOUVELLE-AQUITAINE,LANDES,LALUQUE,PISCICULTURE DE LALUQUE,380238,6314549,,A,NS,Industries,En fonctionnement,40465,40142,
36840,40456,0540.01354,40,NOUVELLE-AQUITAINE,LANDES,MEZOS,SARL LES TRUITES DE LA COTES D'ARGENT,367557,6339555,2016-11-29,A,NS,Industries,En fonctionnement,40170,40182,03.22Z
36850,40467,0540.01507,40,NOUVELLE-AQUITAINE,LANDES,CALLEN,PISCICULTURE MOULIN DU BAS,418862,6359376,2020-05-21,A,NS,Industries,En fonctionnement,40430,40060,
36860,40477,0540.01633,40,NOUVELLE-AQUITAINE,LANDES,ST SEVER,SOGEDO (STEP INDUSTRIELLE COMMUNALE),411437,6302990,2019-12-19,A,NS,Industries,En fonctionnement,40500,40282,
36862,40479,0541.00002,41,CENTRE-VAL DE LOIRE,LOIR ET CHER,ANGE,SOC CIVILE AGRICOLE DE LA SABLIERE,567415,6692176,2016-05-10,A,NS,Industries,En fonctionnement,41400,41002,01.11Z
36867,40484,0541.00057,41,CENTRE-VAL DE LOIRE,LOIR ET CHER,BINAS,ATEMAX FRANCE,585462,6757621,2021-01-12,A,NS,Industries,En fonctionnement,41240,41017,
36877,40495,0541.00183,41,CENTRE-VAL DE LOIRE,LOIR ET CHER,LE CONTROIS-EN-SOLOGNE,ST MICHEL BISCUITS,582294,6703831,2015-09-02,A,NS,Industries,En fonctionnement,41700,41059,
36916,40535,0541.00796,41,CENTRE-VAL DE LOIRE,LOIR ET CHER,VENDOME,FROMAGERIES BEL PRODUCTION FRANCE,554162,6746207,2016-03-25,A,NS,Industries,En fonctionnement,41100,41269,
36919,40538,0541.00804,41,CENTRE-VAL DE LOIRE,LOIR ET CHER,VIEVY LE RAYE,CADORET BRUNO,569278,6755689,2016-02-18,E,NS,Porcs,En fonctionnement,41290,41273,
36920,40539,0541.00813,41,CENTRE-VAL DE LOIRE,LOIR ET CHER,LA VILLE AUX CLERCS,DE LA FORET (EARL),559093,6760263,2011-08-03,E,NS,Porcs,En fonctionnement,41160,41275,
36924,40544,0541.00831,41,CENTRE-VAL DE LOIRE,LOIR ET CHER,VILLERABLE,SCEA DES VENTS,553046,6741203,2014-10-07,A,NS,Volailles,En fonctionnement,41100,41287,
36952,40573,0542.00290,42,AUVERGNE - RHONE-ALPES,LOIRE,FEURS,ETABLISSEMENTS CHARLES FRERES,796075,6515684,2017-12-21,E,NS,Industries,En fonctionnement,42110,42094,
36955,40576,0542.00344,42,AUVERGNE - RHONE-ALPES,LOIRE,LORETTE,LUSTUCRU FRAIS,823020,6490941,2017-09-27,E,NS,Industries,En fonctionnement,42420,42123,10.73Z
36961,40582,0542.00443,42,AUVERGNE - RHONE-ALPES,LOIRE,NEULISE,CRYSTAL SARL,791344,6532511,2019-04-19,E,NS,Industries,En fonctionnement,42590,42156,
36966,40587,0542.00506,42,AUVERGNE - RHONE-ALPES,LOIRE,PONCINS,DOMAINE DEGRATTELOUP OU GIGOT,789368,6513571,2019-08-22,E,NS,Industries,En fonctionnement,42110,42174,
36975,40596,0542.00560,42,AUVERGNE - RHONE-ALPES,LOIRE,SAIL LES BAINS,SCEA LE PETIT BERNARD,765310,6568888,2015-03-20,E,NS,Bovins,En fonctionnement,42310,42194,
36985,40606,0542.00704,42,AUVERGNE - RHONE-ALPES,LOIRE,ST GEORGES DE BAROILLE,SOCAGERAL GENE+,785252,6527981,2012-11-23,E,NS,Industries,En fonctionnement,42510,42226,
36989,40611,0542.00803,42,AUVERGNE - RHONE-ALPES,LOIRE,ST MARCELLIN EN FOREZ,GAEC D ABOEN,791473,6490728,2019-10-10,E,NS,Industries,En fonctionnement,42680,42256,
